policy_id,policy_name,category,subcategory,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1207,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,Operations,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v2.0,21/09/2022,As Needed,Department Head,No,2022,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""No""}"
1208,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,IT,"Covers obligations around protecting company data, trade secrets, and client information.",v1.2,01/06/2022,Quarterly,HR Executive,No,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1209,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,HR,"Outlines acceptable attire for office, client visits, and virtual meetings.",v1.0,18/12/2023,Bi-Annual,Department Head,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1210,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Marketing,Specifies guidelines for representing the company on personal and professional social media.,v2.1,19/04/2022,Quarterly,HR Manager,Yes,2022,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1211,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Engineering,"Outlines acceptable attire for office, client visits, and virtual meetings.",v2.1,20/04/2023,Annual,HR Executive,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""No""}"
1212,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Sales,"Outlines acceptable attire for office, client visits, and virtual meetings.",v2.1,23/11/2023,Annual,CHRO,Yes,2023,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1213,Anti-Harassment — Code of Conduct,Code of Conduct,Anti-Harassment,Marketing,Details situations constituting conflict of interest and the disclosure process.,v1.1,22/10/2022,Quarterly,Line Manager,Yes,2022,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""No""}"
1214,Anti-Harassment — Code of Conduct,Code of Conduct,Anti-Harassment,Legal,"Covers obligations around protecting company data, trade secrets, and client information.",v2.1,26/10/2023,Bi-Annual,HR Manager,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""No""}"
1215,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Sales,"Outlines acceptable attire for office, client visits, and virtual meetings.",v3.0,09/04/2021,As Needed,CHRO,Yes,2021,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1216,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,HR,Details situations constituting conflict of interest and the disclosure process.,v2.0,18/07/2023,As Needed,HR Executive,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1217,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,Engineering,Specifies guidelines for representing the company on personal and professional social media.,v1.2,11/03/2021,Annual,CHRO,No,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1218,Confidentiality — Code of Conduct,Code of Conduct,Confidentiality,Legal,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v3.0,02/02/2022,As Needed,Department Head,No,2022,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1219,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Legal,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v2.1,02/06/2022,As Needed,Line Manager,Yes,2022,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1220,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,Operations,"Outlines acceptable attire for office, client visits, and virtual meetings.",v1.0,26/07/2023,Annual,HR Executive,No,2023,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1221,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,HR,Specifies guidelines for representing the company on personal and professional social media.,v2.0,15/05/2024,Quarterly,HR Manager,Yes,2024,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1222,Anti-Harassment — Code of Conduct,Code of Conduct,Anti-Harassment,Legal,"Covers obligations around protecting company data, trade secrets, and client information.",v2.1,27/09/2024,Annual,Department Head,No,2024,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""No""}"
1223,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,Customer Support,"Covers obligations around protecting company data, trade secrets, and client information.",v2.1,25/08/2021,Bi-Annual,Line Manager,Yes,2021,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1224,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,HR,"Outlines acceptable attire for office, client visits, and virtual meetings.",v2.1,03/07/2021,Quarterly,CHRO,No,2021,"{""violation_levels"": ""2-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1225,Anti-Harassment — Code of Conduct,Code of Conduct,Anti-Harassment,IT,"Covers obligations around protecting company data, trade secrets, and client information.",v2.0,05/10/2022,As Needed,HR Manager,No,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1226,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Legal,Specifies guidelines for representing the company on personal and professional social media.,v3.0,06/05/2021,As Needed,HR Executive,Yes,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""No""}"
1227,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Admin,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v1.2,27/05/2023,Annual,CHRO,Yes,2023,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1228,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Operations,Specifies guidelines for representing the company on personal and professional social media.,v3.0,15/04/2022,Annual,HR Executive,Yes,2022,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1229,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,HR,Details situations constituting conflict of interest and the disclosure process.,v2.1,07/04/2022,Annual,Line Manager,No,2022,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1230,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Admin,Specifies guidelines for representing the company on personal and professional social media.,v2.1,08/06/2021,Annual,HR Executive,No,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1231,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Engineering,Specifies guidelines for representing the company on personal and professional social media.,v2.0,28/04/2022,Bi-Annual,HR Manager,No,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""No""}"
1232,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,HR,Details situations constituting conflict of interest and the disclosure process.,v3.0,09/10/2022,Annual,Department Head,No,2022,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""No""}"
1233,Dress Code — Code of Conduct,Code of Conduct,Dress Code,IT,Specifies guidelines for representing the company on personal and professional social media.,v2.1,17/11/2021,Annual,HR Executive,No,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1234,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,Operations,Specifies guidelines for representing the company on personal and professional social media.,v1.2,17/04/2022,Bi-Annual,CHRO,Yes,2022,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1235,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,Legal,Specifies guidelines for representing the company on personal and professional social media.,v2.0,11/12/2022,Annual,HR Executive,No,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""No""}"
1236,Social Media Policy — Code of Conduct,Code of Conduct,Social Media Policy,HR,"Covers obligations around protecting company data, trade secrets, and client information.",v1.2,24/05/2022,As Needed,HR Manager,Yes,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1237,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Marketing,Details situations constituting conflict of interest and the disclosure process.,v1.2,28/02/2024,Quarterly,CHRO,No,2024,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1238,Confidentiality — Code of Conduct,Code of Conduct,Confidentiality,IT,Details situations constituting conflict of interest and the disclosure process.,v1.2,05/04/2022,Annual,HR Executive,No,2022,"{""violation_levels"": ""4-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1239,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Marketing,Details situations constituting conflict of interest and the disclosure process.,v3.0,01/08/2021,Quarterly,Department Head,No,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1240,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Legal,Details situations constituting conflict of interest and the disclosure process.,v2.0,01/01/2024,As Needed,HR Executive,No,2024,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1241,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Finance,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v1.1,04/07/2022,Quarterly,CHRO,No,2022,"{""violation_levels"": ""2-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1242,Conflict of Interest — Code of Conduct,Code of Conduct,Conflict of Interest,IT,"Covers obligations around protecting company data, trade secrets, and client information.",v1.2,16/06/2023,Bi-Annual,HR Executive,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1243,Dress Code — Code of Conduct,Code of Conduct,Dress Code,Customer Support,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v2.1,23/11/2023,Annual,Department Head,Yes,2023,"{""violation_levels"": ""3-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Final Warning"", ""reporting_channel"": ""Ethics Hotline"", ""anonymous_reporting"": ""Yes""}"
1244,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,Sales,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v2.0,18/05/2021,As Needed,HR Executive,No,2021,"{""violation_levels"": ""4-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
1245,Anti-Harassment — Code of Conduct,Code of Conduct,Anti-Harassment,Operations,"Covers obligations around protecting company data, trade secrets, and client information.",v2.1,27/02/2024,Bi-Annual,Line Manager,No,2024,"{""violation_levels"": ""2-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""HR Portal"", ""anonymous_reporting"": ""Yes""}"
1246,Confidentiality — Code of Conduct,Code of Conduct,Confidentiality,IT,Specifies guidelines for representing the company on personal and professional social media.,v1.1,06/01/2023,As Needed,CHRO,No,2023,"{""violation_levels"": ""2-level"", ""first_offence"": ""Written Warning"", ""repeat_offence"": ""Termination"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""No""}"
1247,Workplace Behaviour — Code of Conduct,Code of Conduct,Workplace Behaviour,Sales,"Defines expected professional behaviour, ethical standards, and interpersonal conduct.",v2.1,25/09/2021,Bi-Annual,HR Executive,No,2021,"{""violation_levels"": ""3-level"", ""first_offence"": ""Verbal Warning"", ""repeat_offence"": ""Suspension"", ""reporting_channel"": ""Direct to HR"", ""anonymous_reporting"": ""Yes""}"
